harga
40600.0
42500.0
39500.0
39500.0
39500.0
22100.0
19500.0
23100.0
23750.0
24400.0
25350.0
25350.0
24650.0
25400.0
26500.0
27000.0
27000.0
27500.0
27650.0
27600.0
27500.0
27400.0
26900.0
29100.0
29100.0
28400.0
28900.0
28900.0
28900.0
24850.0
24650.0
23350.0
23900.0
24000.0
23400.0
25600.0
26000.0
28650.0
31850.0
31850.0
38250.0
39900.0
41350.0
38400.0
36650.0
35750.0
35850.0
38400.0
37900.0
37900.0
40400.0
42250.0
41250.0
39850.0
38850.0
39600.0
40100.0
50150.0
41750.0
43000.0
43000.0
43000.0
15000.0
15150.0
21000.0
20500.0
22250.0
22400.0
22400.0
21750.0
24150.0
23900.0
23750.0
23750.0
21900.0
24250.0
22250.0
22000.0
21750.0
21900.0
23400.0
23400.0
22900.0
27000.0
27000.0
27000.0
19500.0
20750.0
18900.0
20000.0
19000.0
18250.0
20150.0
25000.0
26750.0
28150.0
28150.0
33900.0
40400.0
38250.0
34650.0
32150.0
30650.0
29400.0
35000.0
34150.0
34750.0
37400.0
37400.0
36750.0
35750.0
35250.0
35250.0
35500.0
54150.0
58350.0
52500.0
52500.0
52500.0
33350.0
30000.0
35850.0
36150.0
35850.0
37500.0
37500.0
36150.0
36650.0
35850.0
35850.0
35850.0
34500.0
34000.0
34000.0
33650.0
34150.0
34150.0
34500.0
34500.0
35000.0
38500.0
38500.0
38500.0
39150.0
37500.0
37500.0
35500.0
35000.0
34150.0
34850.0
36150.0
38000.0
38850.0
38850.0
44150.0
42500.0
48350.0
45000.0
45000.0
45850.0
43350.0
43350.0
47500.0
46650.0
48850.0
58850.0
54150.0
47500.0
49150.0
47500.0
48350.0
41400.0
37400.0
36750.0
36750.0
36750.0
17400.0
17000.0
21000.0
21400.0
22400.0
23000.0
23000.0
23000.0
25650.0
25500.0
25250.0
25250.0
24750.0
25150.0
25150.0
25150.0
25150.0
25150.0
25250.0
25250.0
25250.0
26150.0
26150.0
26150.0
20600.0
22650.0
22650.0
22650.0
22650.0
20900.0
23900.0
24650.0
28500.0
27400.0
27400.0
27400.0
38400.0
36000.0
36400.0
34650.0
34150.0
32500.0
39000.0
37750.0
37250.0
40900.0
39900.0
41500.0
39750.0
40150.0
40150.0
40150.0
45600.0
45700.0
44750.0
44750.0
44750.0
24300.0
23200.0
25900.0
25900.0
27150.0
27350.0
27350.0
27350.0
28700.0
28450.0
27850.0
27850.0
28150.0
29000.0
28400.0
28100.0
28100.0
27950.0
28500.0
28500.0
28900.0
31950.0
31950.0
31950.0
28900.0
28450.0
