harga
27100.0
25750.0
23850.0
23850.0
23850.0
30450.0
27750.0
23650.0
24500.0
30000.0
26800.0
26800.0
28900.0
28550.0
25750.0
27200.0
27200.0
28900.0
25600.0
26650.0
26850.0
30250.0
29050.0
32150.0
32150.0
26050.0
31650.0
31650.0
31650.0
28050.0
26100.0
27650.0
27100.0
28100.0
31000.0
32600.0
28300.0
27600.0
28700.0
28700.0
32900.0
34500.0
29500.0
28600.0
29700.0
28150.0
27700.0
29550.0
30650.0
37150.0
32950.0
33600.0
36900.0
29750.0
26100.0
27500.0
31850.0
36400.0
36400.0
36500.0
36500.0
36500.0
42500.0
33250.0
28500.0
31750.0
32000.0
36750.0
36750.0
35250.0
33750.0
37000.0
41250.0
41250.0
34900.0
29500.0
35500.0
37500.0
37500.0
35500.0
38500.0
38500.0
33900.0
36650.0
36650.0
36650.0
38400.0
40400.0
37150.0
35650.0
34400.0
35400.0
35500.0
34150.0
34750.0
34900.0
34900.0
43400.0
41750.0
42150.0
39750.0
38750.0
37150.0
36400.0
34500.0
35500.0
38250.0
40000.0
38900.0
39000.0
39400.0
37150.0
37150.0
37500.0
34350.0
36500.0
34250.0
34250.0
34250.0
42100.0
35100.0
30000.0
31150.0
33850.0
34150.0
34150.0
35000.0
36400.0
38500.0
39650.0
39650.0
34900.0
32150.0
35650.0
34750.0
36250.0
37350.0
40600.0
40600.0
35650.0
40000.0
40000.0
40000.0
39000.0
38750.0
34150.0
34250.0
36150.0
35350.0
37850.0
33850.0
35150.0
35350.0
35350.0
39000.0
42500.0
37850.0
38500.0
36650.0
35600.0
34000.0
34000.0
34150.0
36400.0
37500.0
37150.0
36350.0
38650.0
35600.0
34650.0
35150.0
26450.0
27750.0
27750.0
27750.0
27750.0
36200.0
32950.0
26100.0
28500.0
35650.0
32750.0
32750.0
31250.0
32200.0
32100.0
33350.0
33350.0
32100.0
27700.0
30750.0
32100.0
33100.0
33500.0
40100.0
40100.0
33150.0
35000.0
35000.0
35000.0
31350.0
28450.0
29200.0
28100.0
29400.0
32100.0
35750.0
28350.0
29500.0
26400.0
26400.0
26400.0
41000.0
28500.0
30350.0
31200.0
30200.0
29700.0
32600.0
