tahun,bulan,kuartal,wilayah_enc,komoditas_enc,harga_lag1,harga_lag2,harga_lag3,harga_rolling3
-0.3333333333333333,0.8,1.0,-1.0,-0.8,-0.4177215189873418,-0.4080338266384778,-0.4148936170212766,-0.4169574319609211
-0.3333333333333333,1.0,1.0,-1.0,-0.8,-0.41983122362869196,-0.41226215644820297,-0.4085106382978723,-0.4169574319609211
0.0,-1.2,-2.0,-1.0,-0.8,-0.41350210970464135,-0.4143763213530655,-0.4127659574468085,-0.4169574319609211
0.0,-1.0,-2.0,-1.0,-0.8,-0.4050632911392405,-0.4080338266384778,-0.4148936170212766,-0.41277041172365664
0.0,-0.8,-2.0,-1.0,-0.8,-0.4050632911392405,-0.39957716701902746,-0.4085106382978723,-0.40788555478018135
0.0,-0.6,-1.0,-1.0,-0.8,-0.40717299578059074,-0.39957716701902746,-0.4,-0.4057920446615491
0.0,-0.4,-1.0,-1.0,-0.8,-0.41350210970464135,-0.40169133192389006,-0.4,-0.40858339148639217
0.0,-0.2,-1.0,-1.0,-0.8,-0.41350210970464135,-0.4080338266384778,-0.4021276595744681,-0.4113747383112351
0.0,0.0,0.0,-1.0,-0.8,-0.41350210970464135,-0.4080338266384778,-0.4085106382978723,-0.41346824842986735
0.0,0.2,0.0,-1.0,-0.8,-0.41561181434599154,-0.4080338266384778,-0.4085106382978723,-0.4141660851360781
0.0,0.4,0.0,-1.0,-0.8,-0.41561181434599154,-0.41014799154334036,-0.4085106382978723,-0.4148639218422889
0.0,0.6,1.0,-1.0,-0.8,-0.3987341772151899,-0.41014799154334036,-0.4106382978723404,-0.4099790648988136
0.0,0.8,1.0,-1.0,-0.8,-0.37763713080168776,-0.39323467230443976,-0.4106382978723404,-0.39741800418702017
0.0,1.0,1.0,-1.0,-0.8,-0.3755274261603376,-0.37209302325581395,-0.39361702127659576,-0.384159106769016
0.3333333333333333,-1.2,-2.0,-1.0,-0.8,-0.3649789029535865,-0.3699788583509514,-0.3723404255319149,-0.3729937194696441
0.3333333333333333,-1.0,-2.0,-1.0,-0.8,-0.37130801687763715,-0.3594080338266385,-0.3702127659574468,-0.37090020935101187
0.3333333333333333,-0.8,-2.0,-1.0,-0.8,-0.35443037974683544,-0.3657505285412262,-0.3595744680851064,-0.36392184228890434
0.3333333333333333,-0.6,-1.0,-1.0,-0.8,-0.33122362869198313,-0.3488372093023256,-0.3659574468085106,-0.3527564549895324
0.3333333333333333,-0.4,-1.0,-1.0,-0.8,-0.33755274261603374,-0.32558139534883723,-0.34893617021276596,-0.3415910676901605
0.3333333333333333,-0.2,-1.0,-1.0,-0.8,-0.33755274261603374,-0.33192389006342493,-0.32553191489361705,-0.3360083740404745
0.3333333333333333,0.0,0.0,-1.0,-0.8,-0.339662447257384,-0.33192389006342493,-0.33191489361702126,-0.33879972086531746
0.3333333333333333,0.2,0.0,-1.0,-0.8,-0.33755274261603374,-0.33403805496828753,-0.33191489361702126,-0.33879972086531746
0.3333333333333333,0.4,0.0,-1.0,-0.8,-0.32489451476793246,-0.33192389006342493,-0.33404255319148934,-0.334612700628053
0.3333333333333333,0.6,1.0,-1.0,-0.8,-0.29957805907172996,-0.3192389006342495,-0.33191489361702126,-0.3213538032100488
0.3333333333333333,0.8,1.0,-1.0,-0.8,-0.2489451476793249,-0.2938689217758985,-0.3191489361702128,-0.29204466154919745
0.3333333333333333,1.0,1.0,-1.0,-0.8,-0.2489451476793249,-0.24312896405919662,-0.2936170212765957,-0.26692254012561056
0.6666666666666666,-1.2,-2.0,-1.0,-0.8,-0.2489451476793249,-0.24312896405919662,-0.2425531914893617,-0.2501744591765527
0.6666666666666666,-1.0,-2.0,-1.0,-0.8,-0.2468354430379747,-0.24312896405919662,-0.2425531914893617,-0.24947662247034194
0.6666666666666666,-0.8,-2.0,-1.0,-0.8,-0.2468354430379747,-0.24101479915433405,-0.2425531914893617,-0.24877878576413115
0.6666666666666666,-0.6,-1.0,-1.0,-0.8,-0.2468354430379747,-0.24101479915433405,-0.2404255319148936,-0.2480809490579204
