tahun,bulan,kuartal,wilayah_enc,harga_lag1,harga_lag2,harga_lag3,harga_rolling3,harga_lag12,sin_bulan,cos_bulan,is_lebaran_month,tren_index,harga_rolling12
-1.0,-0.8,-1.0,-1.0,-0.4228094575799722,-0.39509536784741145,0.20238931834153198,-0.3217347453353504,-0.39162929745889385,0.49999999999999994,0.3660254037844388,0.0,-1.0,-0.05493993854176387
-1.0,-0.6,-1.0,-1.0,-0.0917941585535466,-0.39509536784741145,-0.39353478566408995,-0.4155320221886031,-0.242152466367713,0.5773502691896257,1.793007356604921e-16,0.0,-0.9642857142857143,-0.0020486078778282585
-1.0,-0.4,0.0,-1.0,-0.0917941585535466,-0.07084468664850137,-0.39353478566408995,-0.29551185073121555,-0.45739910313901344,0.5,-0.3660254037844383,0.0,-0.9285714285714286,0.03221901480584762
-1.0,-0.2,0.0,-1.0,-0.48678720445062584,-0.07084468664850137,-0.059030217849613494,-0.318709026727181,-0.45739910313901344,0.2886751345948128,-0.6339745962155612,1.0,-0.8928571428571429,0.040413446317161955
-1.0,0.0,0.0,-1.0,-0.48678720445062584,-0.45776566757493187,-0.059030217849613494,-0.46192637418053456,0.33482810164424515,0.0,-0.7320508075688771,0.0,-0.8571428571428571,0.048607877828475636
-1.0,0.2,1.0,-1.0,-0.48678720445062584,-0.45776566757493187,-0.45818692902319047,-0.6051437216338882,0.9177877428998505,-0.2886751345948128,-0.6339745962155612,0.0,-0.8214285714285714,-0.04190334295558245
-1.0,0.4,1.0,-1.0,-0.7093184979137691,-0.45776566757493187,-0.45818692902319047,-0.6858295511850732,1.3961136023916294,-0.5,-0.36602540378443876,0.0,-0.7857142857142857,-0.2348449576310645
-1.0,0.6,1.0,-1.0,0.6536856745479833,-0.6757493188010899,-0.45818692902319047,-0.2723146747352497,1.5754857997010463,-0.577350269189626,0.0,0.0,-0.75,-0.3048700996368374
-1.0,0.8,2.0,-1.0,-0.22809457579972184,0.659400544959128,-0.6830639494026705,-0.17851739788199703,0.31689088191330345,-0.5000000000000001,0.3660254037844388,0.0,-0.7142857142857143,-0.515317999813763
-1.0,1.0,2.0,-1.0,-0.16689847009735745,-0.20435967302452315,0.6943078004216444,0.018154311649016645,0.3109118086696562,-0.2886751345948132,0.6339745962155612,0.0,-0.6785714285714286,-0.5607598472855942
-1.0,1.2,2.0,-1.0,-0.1808066759388039,-0.1444141689373297,-0.19676739283204497,-0.28441754916792744,-0.32286995515695066,-2.1211504774498138e-16,0.7320508075688774,0.0,-0.6428571428571429,-0.6073191172362417
-0.5,-1.0,-1.0,-1.0,0.2141863699582754,-0.15803814713896458,-0.13492621222768797,-0.12405446293494708,-0.32286995515695066,0.2886751345948128,0.6339745962155615,0.0,-0.6071428571428571,-0.5220225346866563
-0.5,-0.8,-1.0,-1.0,0.2141863699582754,0.22888283378746593,-0.14898102600140548,0.014120020171457538,0.03288490284005979,0.49999999999999994,0.3660254037844388,0.0,-0.5714285714285714,-0.43672595213707016
-0.5,-0.6,-1.0,-1.0,1.5076495132127956,0.22888283378746593,0.2501756851721715,0.6263237518910743,0.03288490284005979,0.5773502691896257,1.793007356604921e-16,0.0,-0.5357142857142857,-0.22255331036409365
-0.5,-0.4,0.0,-1.0,0.5563282336578581,1.4959128065395095,0.2501756851721715,0.7503782148260213,-0.39162929745889385,0.5,-0.3660254037844383,0.0,-0.5,-0.13576683117608712
-0.5,-0.2,0.0,-1.0,0.07510431154381085,0.5640326975476839,1.5572733661278988,0.6999495713565305,-0.39162929745889385,0.2886751345948128,-0.6339745962155612,1.0,-0.4642857142857143,-0.06052705093584153
-0.5,0.0,0.0,-1.0,-0.019471488178025034,0.09264305177111716,0.5959241040056219,0.14624306606152282,-0.39162929745889385,0.0,-0.7320508075688771,0.0,-0.42857142857142855,0.0020486078778282585
-0.5,0.2,1.0,-1.0,-0.019471488178025034,0.0,0.10962754743499649,-0.0625315179021686,-0.6307922272047832,-0.2886751345948128,-0.6339745962155612,0.0,-0.39285714285714285,0.06462426669149805
-0.5,0.4,1.0,-1.0,-0.14464534075104313,0.0,0.014054813773717497,-0.14220877458396372,0.8340807174887892,-0.5,-0.36602540378443876,0.0,-0.35714285714285715,0.14023652109134926
-0.5,0.6,1.0,-1.0,-0.008344923504867872,-0.1226158038147139,0.014054813773717497,-0.13817448310640462,-0.11360239162929746,-0.577350269189626,0.0,0.0,-0.32142857142857145,0.05158767110531728
-0.5,0.8,2.0,-1.0,-0.2141863699582754,0.010899182561307902,-0.11243851018973998,-0.20877458396369142,-0.04783258594917788,-0.5000000000000001,0.3660254037844388,0.0,-0.2857142857142857,0.053450041903342724
-0.5,1.0,2.0,-1.0,0.0,-0.1907356948228883,0.025298664792691498,-0.15632879475542127,-0.06278026905829596,-0.2886751345948132,0.6339745962155612,0.0,-0.25,0.07579849147965337
-0.5,1.2,2.0,-1.0,-0.005563282336578581,0.01907356948228883,-0.18271257905832747,-0.15532022188603115,0.3617339312406577,-2.1211504774498138e-16,0.7320508075688774,0.0,-0.21428571428571427,0.09926436353477953
0.0,-1.0,-1.0,-1.0,0.3671766342141864,0.013623978201634877,0.03373155305692199,0.05547150781643961,0.3617339312406577,0.2886751345948128,0.6339745962155615,0.0,-0.17857142857142858,0.11975044231306473
0.0,-0.8,-1.0,-1.0,0.5340751043115438,0.3787465940054496,0.028109627547434995,0.24911749873928382,1.7518684603886399,0.49999999999999994,0.3660254037844388,0.0,-0.14285714285714285,0.1625849706676599
0.0,-0.6,-1.0,-1.0,0.5340751043115438,0.5422343324250681,0.40477863668306396,0.4447806354009078,0.7294469357249627,0.5773502691896257,1.793007356604921e-16,0.0,-0.10714285714285714,0.03221901480584762
0.0,-0.4,0.0,-1.0,0.17524339360222532,0.5422343324250681,0.573436401967674,0.37518910741301065,0.21225710014947682,0.5,-0.3660254037844383,0.0,-0.07142857142857142,-0.01880994506006124
0.0,-0.2,0.0,-1.0,0.3143254520166898,0.1907356948228883,0.573436401967674,0.29551185073121555,0.11061285500747384,0.2886751345948128,-0.6339745962155612,1.0,-0.03571428571428571,0.013222832665983578
0.0,0.0,0.0,-1.0,0.3143254520166898,0.32697547683923706,0.21082220660576248,0.21583459404941996,0.11061285500747384,0.0,-0.7320508075688771,0.0,0.0,0.05791973181860485
0.0,0.2,1.0,-1.0,0.3143254520166898,0.32697547683923706,0.35137034434293746,0.2662632375189108,-0.02391629297458894,-0.2886751345948128,-0.6339745962155612,0.0,0.03571428571428571,0.10261663097122613
0.0,0.4,1.0,-1.0,1.5299026425591098,0.32697547683923706,0.35137034434293746,0.7070095814422596,0.12257100149476831,-0.5,-0.36602540378443876,0.0,0.07142857142857142,0.3268460750535431
0.0,0.6,1.0,-1.0,0.9513212795549374,1.5177111716621254,0.35137034434293746,0.9379727685325266,-0.09865470852017937,-0.577350269189626,0.0,0.0,0.10714285714285714,0.45534966011732925
0.0,0.8,2.0,-1.0,0.29207232267037553,0.9509536784741145,1.5797610681658467,0.9299041855774081,0.13153961136023917,-0.5000000000000001,0.3660254037844388,0.0,0.14285714285714285,0.5231399571654718
0.0,1.0,2.0,-1.0,0.3616133518776078,0.30517711171662126,0.9950808151791989,0.5063035804336863,0.12556053811659193,-0.2886751345948132,0.6339745962155612,0.0,0.17857142857142858,0.5715615979141446
0.0,1.2,2.0,-1.0,-0.11126564673157163,0.37329700272479566,0.3288826423049895,0.12102874432677764,0.5261584454409567,-2.1211504774498138e-16,0.7320508075688774,0.0,0.21428571428571427,0.5574075798491477
0.5,-1.0,-1.0,-1.0,-0.03337969401947149,-0.08991825613079019,0.39915671117357693,0.0030257186081694407,0.7055306427503737,0.2886751345948128,0.6339745962155615,0.0,0.25,0.5037713008660021
0.5,-0.8,-1.0,-1.0,0.7983310152990264,-0.013623978201634877,-0.07870695713281799,0.16137165910237003,0.7055306427503737,0.49999999999999994,0.3660254037844388,0.0,0.2857142857142857,0.5391563460284942
0.5,-0.6,-1.0,-1.0,0.4228094575799722,0.8010899182561307,0.0,0.35501765002521424,0.31988041853512705,0.5773502691896257,1.793007356604921e-16,0.0,0.32142857142857145,0.5242573796442873
0.5,-0.4,0.0,-1.0,0.19471488178025034,0.4332425068119891,0.8404778636683063,0.43772062531517925,0.4693572496263079,0.5,-0.3660254037844383,1.0,0.35714285714285715,0.5268646987615233
0.5,-0.2,0.0,-1.0,-0.3337969401947149,0.2098092643051771,0.46099789177793393,0.027231467473524968,0.4693572496263079,0.2886751345948128,-0.6339745962155612,0.0,0.39285714285714285,0.4400782195735168
0.5,0.0,0.0,-1.0,-0.3337969401947149,-0.3079019073569482,0.23049894588896697,-0.24710035300050448,0.4693572496263079,0.0,-0.7320508075688771,0.0,0.42857142857142855,0.3532917403855109
